Time, nFrame,relativeTime,bodyIndex(str),bodyIndex,X,Y,Z,state
18_37_43_0272, 57,1867,Neck,2,-0.766371,0.164344,1.348556,2
18_37_43_0272, 57,1867,Head,3,-0.854506,0.246682,1.433844,2
18_37_43_0272, 57,1867,ShoulderLeft,4,-0.749691,0.015263,1.184116,2
18_37_43_0272, 57,1867,ElbowLeft,5,-0.701040,-0.154108,1.045516,2
18_37_43_0272, 57,1867,WristLeft,6,-0.634903,-0.119170,0.852688,1
18_37_43_0272, 57,1867,HandLeft,7,-0.639602,-0.173796,0.797973,1
18_37_43_0272, 57,1867,ShoulderRight,8,-0.679747,0.156899,1.449305,1
18_37_43_0272, 57,1867,ElbowRight,9,-0.538835,0.024227,1.296748,1
18_37_43_0272, 57,1867,WristRight,10,-0.401815,-0.141905,1.150235,2
18_37_43_0272, 57,1867,HandRight,11,-0.368283,-0.223109,1.107033,2
18_37_43_0272, 57,1867,HipLeft,12,-0.605208,-0.451229,1.093942,2
18_37_43_0272, 57,1867,KneeLeft,13,-0.591955,-0.164213,0.918689,2
18_37_43_0272, 57,1867,AnkleLeft,14,-0.592083,0.207367,0.716011,1
18_37_43_0272, 57,1867,FootLeft,15,-0.504784,0.262191,0.638370,1
18_37_43_0272, 57,1867,HipRight,16,-0.524258,-0.427433,1.130264,2
18_37_43_0272, 57,1867,KneeRight,17,-0.357931,-0.188488,0.955460,2
18_37_43_0272, 57,1867,AnkleRight,18,-0.564286,-0.638033,1.190983,2
18_37_43_0272, 57,1867,FootRight,19,-0.545628,-0.705734,1.141111,1
18_37_43_0272, 57,1867,SpineShoulder,20,-0.746327,0.092024,1.327689,2
18_37_43_0272, 57,1867,HandTipLeft,21,-0.630467,-0.166861,0.782414,1
18_37_43_0272, 57,1867,ThumbLeft,22,-0.623824,-0.169509,0.778287,1
18_37_43_0272, 57,1867,HandTipRight,23,-0.302412,-0.233822,1.009046,2
18_37_43_0272, 57,1867,ThumbRight,24,-0.344282,-0.167683,1.065625,2
18_37_43_0306, 58,1899,SpineBase,0,-0.581979,-0.452304,1.145461,2
18_37_43_0306, 58,1899,SpineMid,1,-0.679899,-0.134314,1.255609,2
18_37_43_0306, 58,1899,Neck,2,-0.766391,0.164347,1.348552,2
18_37_43_0306, 58,1899,Head,3,-0.854661,0.246708,1.433618,2
18_37_43_0306, 58,1899,ShoulderLeft,4,-0.749706,0.015481,1.184278,2
18_37_43_0306, 58,1899,ElbowLeft,5,-0.686977,-0.206782,1.026766,2
18_37_43_0306, 58,1899,WristLeft,6,-0.618861,-0.221965,0.832169,1
18_37_43_0306, 58,1899,HandLeft,7,-0.623465,-0.276644,0.777321,1
18_37_43_0306, 58,1899,ShoulderRight,8,-0.679740,0.156922,1.449309,1
18_37_43_0306, 58,1899,ElbowRight,9,-0.539428,0.025858,1.294785,1
18_37_43_0306, 58,1899,WristRight,10,-0.399525,-0.139471,1.143692,2
18_37_43_0306, 58,1899,HandRight,11,-0.362952,-0.206093,1.095102,2
18_37_43_0306, 58,1899,HipLeft,12,-0.605213,-0.451296,1.093944,2
18_37_43_0306, 58,1899,KneeLeft,13,-0.592093,-0.164359,0.918447,2
18_37_43_0306, 58,1899,AnkleLeft,14,-0.592400,0.207064,0.715469,1
18_37_43_0306, 58,1899,FootLeft,15,-0.505094,0.261875,0.637828,1
18_37_43_0306, 58,1899,HipRight,16,-0.524505,-0.427749,1.129924,2
18_37_43_0306, 58,1899,KneeRight,17,-0.357835,-0.189239,0.954727,2
18_37_43_0306, 58,1899,AnkleRight,18,-0.564479,-0.637898,1.190169,2
18_37_43_0306, 58,1899,FootRight,19,-0.539740,-0.690250,1.107637,1
18_37_43_0306, 58,1899,SpineShoulder,20,-0.746351,0.092008,1.327677,2
18_37_43_0306, 58,1899,HandTipLeft,21,-0.614483,-0.268611,0.761959,1
18_37_43_0306, 58,1899,ThumbLeft,22,-0.608035,-0.269798,0.758084,1
18_37_43_0306, 58,1899,HandTipRight,23,-0.275262,-0.227748,1.024179,2
18_37_43_0306, 58,1899,ThumbRight,24,-0.348435,-0.146717,1.048154,2
18_37_43_0339, 59,1932,SpineBase,0,-0.582054,-0.452446,1.145366,2
18_37_43_0339, 59,1932,SpineMid,1,-0.679933,-0.134432,1.255499,2
18_37_43_0339, 59,1932,Neck,2,-0.766387,0.164322,1.348474,2
18_37_43_0339, 59,1932,Head,3,-0.854917,0.246857,1.432867,2
18_37_43_0339, 59,1932,ShoulderLeft,4,-0.749770,0.015692,1.184317,2
18_37_43_0339, 59,1932,ElbowLeft,5,-0.700565,-0.151722,1.044552,2
18_37_43_0339, 59,1932,WristLeft,6,-0.634438,-0.116806,0.851759,1
18_37_43_0339, 59,1932,HandLeft,7,-0.639141,-0.171433,0.797045,1
18_37_43_0339, 59,1932,ShoulderRight,8,-0.679712,0.156942,1.449298,1
18_37_43_0339, 59,1932,ElbowRight,9,-0.540692,0.023464,1.295777,1
18_37_43_0339, 59,1932,WristRight,10,-0.401162,-0.141760,1.144966,2
18_37_43_0339, 59,1932,HandRight,11,-0.368933,-0.220899,1.106881,2
18_37_43_0339, 59,1932,HipLeft,12,-0.605232,-0.451342,1.093943,2
18_37_43_0339, 59,1932,KneeLeft,13,-0.592227,-0.164635,0.917931,2
18_37_43_0339, 59,1932,AnkleLeft,14,-0.592692,0.206439,0.714291,1
18_37_43_0339, 59,1932,FootLeft,15,-0.505361,0.261228,0.636636,1
18_37_43_0339, 59,1932,HipRight,16,-0.524678,-0.427941,1.129702,2
18_37_43_0339, 59,1932,KneeRight,17,-0.359824,-0.188481,0.953987,2
18_37_43_0339, 59,1932,AnkleRight,18,-0.564499,-0.637905,1.189928,2
18_37_43_0339, 59,1932,FootRight,19,-0.540161,-0.674921,1.091398,1
18_37_43_0339, 59,1932,SpineShoulder,20,-0.746353,0.091950,1.327587,2
18_37_43_0339, 59,1932,HandTipLeft,21,-0.630000,-0.164520,0.781482,1
18_37_43_0339, 59,1932,ThumbLeft,22,-0.623349,-0.167197,0.777351,1
18_37_43_0339, 59,1932,HandTipRight,23,-0.284892,-0.220647,1.004638,2
18_37_43_0339, 59,1932,ThumbRight,24,-0.342549,-0.157085,1.050883,2
18_37_43_0372, 60,1967,SpineBase,0,-0.582286,-0.452854,1.144913,2
18_37_43_0372, 60,1967,SpineMid,1,-0.680078,-0.134656,1.255264,2
18_37_43_0372, 60,1967,Neck,2,-0.766445,0.164294,1.348421,2
18_37_43_0372, 60,1967,Head,3,-0.855039,0.246872,1.432656,2
18_37_43_0372, 60,1967,ShoulderLeft,4,-0.749849,0.015829,1.184348,2
18_37_43_0372, 60,1967,ElbowLeft,5,-0.700607,-0.151792,1.044555,2
18_37_43_0372, 60,1967,WristLeft,6,-0.634486,-0.116879,0.851782,1
18_37_43_0372, 60,1967,HandLeft,7,-0.639188,-0.171506,0.797067,1
18_37_43_0372, 60,1967,ShoulderRight,8,-0.679713,0.156958,1.449307,1
18_37_43_0372, 60,1967,ElbowRight,9,-0.648348,0.006983,1.213795,1
18_37_43_0372, 60,1967,WristRight,10,-0.439206,-0.153448,1.139605,2
18_37_43_0372, 60,1967,HandRight,11,-0.375517,-0.215563,1.116842,2
18_37_43_0372, 60,1967,HipLeft,12,-0.605307,-0.451508,1.093761,2
18_37_43_0372, 60,1967,KneeLeft,13,-0.592135,-0.164644,0.917934,2
18_37_43_0372, 60,1967,AnkleLeft,14,-0.592381,0.206583,0.714566,1
18_37_43_0372, 60,1967,FootLeft,15,-0.505052,0.261354,0.636923,1
18_37_43_0372, 60,1967,HipRight,16,-0.525131,-0.428503,1.128994,2
18_37_43_0372, 60,1967,KneeRight,17,-0.361610,-0.187196,0.954564,2
18_37_43_0372, 60,1967,AnkleRight,18,-0.564642,-0.637783,1.189849,2
18_37_43_0372, 60,1967,FootRight,19,-0.540385,-0.672374,1.089449,1
18_37_43_0372, 60,1967,SpineShoulder,20,-0.746430,0.091874,1.327497,2
18_37_43_0372, 60,1967,HandTipLeft,21,-0.630047,-0.164592,0.781504,1
18_37_43_0372, 60,1967,ThumbLeft,22,-0.623349,-0.167197,0.777351,1
18_37_43_0372, 60,1967,HandTipRight,23,-0.303778,-0.232591,1.036844,2
18_37_43_0372, 60,1967,ThumbRight,24,-0.345926,-0.167110,1.059348,2
18_37_43_0405, 61,1999,SpineBase,0,-0.582362,-0.453010,1.144943,2
18_37_43_0405, 61,1999,SpineMid,1,-0.680148,-0.134751,1.255215,2
18_37_43_0405, 61,1999,Neck,2,-0.766517,0.164292,1.348300,2
18_37_43_0405, 61,1999,Head,3,-0.855164,0.246993,1.432256,2
18_37_43_0405, 61,1999,ShoulderLeft,4,-0.749888,0.016039,1.184383,2
18_37_43_0405, 61,1999,ElbowLeft,5,-0.688947,-0.205636,1.025473,2
18_37_43_0405, 61,1999,WristLeft,6,-0.621281,-0.208804,0.830180,1
18_37_43_0405, 61,1999,HandLeft,7,-0.625899,-0.263484,0.775342,1
18_37_43_0405, 61,1999,ShoulderRight,8,-0.679705,0.156994,1.449307,1
18_37_43_0405, 61,1999,ElbowRight,9,-0.540516,0.022189,1.297239,1
18_37_43_0405, 61,1999,WristRight,10,-0.403448,-0.143612,1.149107,2
18_37_43_0405, 61,1999,HandRight,11,-0.373973,-0.220857,1.112198,2
18_37_43_0405, 61,1999,HipLeft,12,-0.605334,-0.451585,1.093786,2
18_37_43_0405, 61,1999,KneeLeft,13,-0.592228,-0.164891,0.917555,2
18_37_43_0405, 61,1999,AnkleLeft,14,-0.592565,0.206064,0.713672,1
18_37_43_0405, 61,1999,FootLeft,15,-0.505206,0.260810,0.636029,1
18_37_43_0405, 61,1999,HipRight,16,-0.525274,-0.428685,1.129047,2
18_37_43_0405, 61,1999,KneeRight,17,-0.361711,-0.187322,0.954645,2
18_37_43_0405, 61,1999,AnkleRight,18,-0.564698,-0.637671,1.189489,2
18_37_43_0405, 61,1999,FootRight,19,-0.542531,-0.676912,1.092573,1
18_37_43_0405, 61,1999,SpineShoulder,20,-0.746497,0.091837,1.327398,2
18_37_43_0405, 61,1999,HandTipLeft,21,-0.616866,-0.255580,0.759969,1
18_37_43_0405, 61,1999,ThumbLeft,22,-0.610351,-0.256939,0.756082,1
18_37_43_0405, 61,1999,HandTipRight,23,-0.327868,-0.204120,1.051938,2
18_37_43_0405, 61,1999,ThumbRight,24,-0.311343,-0.176585,1.024500,2
18_37_43_0438, 62,2032,SpineBase,0,-0.582511,-0.453161,1.144899,2
18_37_43_0438, 62,2032,SpineMid,1,-0.680158,-0.134933,1.255151,2
18_37_43_0438, 62,2032,Neck,2,-0.766380,0.164120,1.348224,2
18_37_43_0438, 62,2032,Head,3,-0.855229,0.246853,1.431823,2
18_37_43_0438, 62,2032,ShoulderLeft,4,-0.749943,0.016279,1.184452,2
18_37_43_0438, 62,2032,ElbowLeft,5,-0.700084,-0.153616,1.043579,2
18_37_43_0438, 62,2032,WristLeft,6,-0.633976,-0.118696,0.850845,1
18_37_43_0438, 62,2032,HandLeft,7,-0.638678,-0.173326,0.796127,1
18_37_43_0438, 62,2032,ShoulderRight,8,-0.679612,0.156993,1.449340,1
18_37_43_0438, 62,2032,ElbowRight,9,-0.542033,0.022637,1.295406,1
18_37_43_0438, 62,2032,WristRight,10,-0.408260,-0.135557,1.151064,2
18_37_43_0438, 62,2032,HandRight,11,-0.359217,-0.229409,1.091442,2
18_37_43_0438, 62,2032,HipLeft,12,-0.605429,-0.451660,1.093770,2
18_37_43_0438, 62,2032,KneeLeft,13,-0.592355,-0.164994,0.917393,2
18_37_43_0438, 62,2032,AnkleLeft,14,-0.592740,0.205873,0.713341,1
18_37_43_0438, 62,2032,FootLeft,15,-0.505349,0.260605,0.635688,1
18_37_43_0438, 62,2032,HipRight,16,-0.525470,-0.428859,1.128998,2
18_37_43_0438, 62,2032,KneeRight,17,-0.361932,-0.187259,0.954825,2
18_37_43_0438, 62,2032,AnkleRight,18,-0.564830,-0.637712,1.189499,2
18_37_43_0438, 62,2032,FootRight,19,-0.546437,-0.685842,1.101034,1
18_37_43_0438, 62,2032,SpineShoulder,20,-0.746394,0.091640,1.327321,2
18_37_43_0438, 62,2032,HandTipLeft,21,-0.629535,-0.166391,0.780566,1
18_37_43_0438, 62,2032,ThumbLeft,22,-0.622881,-0.169039,0.776436,1
18_37_43_0438, 62,2032,HandTipRight,23,-0.280268,-0.230415,1.002879,2
18_37_43_0438, 62,2032,ThumbRight,24,-0.344047,-0.179487,1.042375,2
18_37_43_0472, 63,2067,SpineBase,0,-0.582654,-0.453515,1.144561,2
18_37_43_0472, 63,2067,SpineMid,1,-0.680285,-0.135969,1.254465,2
18_37_43_0472, 63,2067,Neck,2,-0.766418,0.162438,1.347237,2
18_37_43_0472, 63,2067,Head,3,-0.853492,0.246322,1.431368,2
18_37_43_0472, 63,2067,ShoulderLeft,4,-0.749922,0.016322,1.184454,2
18_37_43_0472, 63,2067,ElbowLeft,5,-0.687532,-0.204903,1.025519,2
18_37_43_0472, 63,2067,WristLeft,6,-0.619632,-0.211442,0.830443,1
18_37_43_0472, 63,2067,HandLeft,7,-0.624248,-0.266124,0.775602,1
18_37_43_0472, 63,2067,ShoulderRight,8,-0.679597,0.156841,1.449258,1
18_37_43_0472, 63,2067,ElbowRight,9,-0.541619,0.023048,1.295217,1
18_37_43_0472, 63,2067,WristRight,10,-0.403898,-0.149094,1.145554,2
18_37_43_0472, 63,2067,HandRight,11,-0.364198,-0.227263,1.102202,2
18_37_43_0472, 63,2067,HipLeft,12,-0.605378,-0.451929,1.093436,2
18_37_43_0472, 63,2067,KneeLeft,13,-0.592771,-0.165009,0.917408,2
18_37_43_0472, 63,2067,AnkleLeft,14,-0.593775,0.206120,0.713850,1
18_37_43_0472, 63,2067,FootLeft,15,-0.506416,0.260925,0.636229,1
18_37_43_0472, 63,2067,HipRight,16,-0.525849,-0.429237,1.128687,2
18_37_43_0472, 63,2067,KneeRight,17,-0.363160,-0.186722,0.954940,2
18_37_43_0472, 63,2067,AnkleRight,18,-0.564951,-0.637701,1.189458,2
18_37_43_0472, 63,2067,FootRight,19,-0.547429,-0.687939,1.103439,1
18_37_43_0472, 63,2067,SpineShoulder,20,-0.746454,0.090058,1.326391,2
18_37_43_0472, 63,2067,HandTipLeft,21,-0.615230,-0.258191,0.760224,1
18_37_43_0472, 63,2067,ThumbLeft,22,-0.608735,-0.259511,0.756329,1
18_37_43_0472, 63,2067,HandTipRight,23,-0.317116,-0.241060,1.055812,2
18_37_43_0472, 63,2067,ThumbRight,24,-0.297930,-0.154433,1.038000,2
18_37_43_0505, 64,2099,SpineBase,0,-0.583158,-0.453677,1.144211,2
18_37_43_0505, 64,2099,SpineMid,1,-0.680449,-0.136014,1.254339,2
18_37_43_0505, 64,2099,Neck,2,-0.766436,0.162466,1.347226,2
18_37_43_0505, 64,2099,Head,3,-0.853752,0.246409,1.430906,2
18_37_43_0505, 64,2099,ShoulderLeft,4,-0.749893,0.016505,1.184513,2
18_37_43_0505, 64,2099,ElbowLeft,5,-0.687607,-0.204728,1.025600,2
18_37_43_0505, 64,2099,WristLeft,6,-0.619726,-0.211460,0.830546,1
18_37_43_0505, 64,2099,HandLeft,7,-0.624341,-0.266142,0.775705,1
18_37_43_0505, 64,2099,ShoulderRight,8,-0.679585,0.157079,1.449350,1
18_37_43_0505, 64,2099,ElbowRight,9,-0.542321,0.022342,1.295555,1
18_37_43_0505, 64,2099,WristRight,10,-0.404323,-0.147316,1.146116,2
18_37_43_0505, 64,2099,HandRight,11,-0.372588,-0.217225,1.108465,2
18_37_43_0505, 64,2099,HipLeft,12,-0.605623,-0.451983,1.093290,2
18_37_43_0505, 64,2099,KneeLeft,13,-0.592850,-0.165048,0.917198,2
18_37_43_0505, 64,2099,AnkleLeft,14,-0.593642,0.206053,0.713577,1
18_37_43_0505, 64,2099,FootLeft,15,-0.506250,0.260812,0.635970,1
18_37_43_0505, 64,2099,HipRight,16,-0.526652,-0.429458,1.128130,2
18_37_43_0505, 64,2099,KneeRight,17,-0.363387,-0.186540,0.955449,2
18_37_43_0505, 64,2099,AnkleRight,18,-0.565146,-0.637789,1.189335,2
18_37_43_0505, 64,2099,FootRight,19,-0.546590,-0.684477,1.099312,1
18_37_43_0505, 64,2099,SpineShoulder,20,-0.746488,0.090072,1.326368,2
18_37_43_0505, 64,2099,HandTipLeft,21,-0.615323,-0.258208,0.760326,1
18_37_43_0505, 64,2099,ThumbLeft,22,-0.608737,-0.259511,0.756330,1
18_37_43_0505, 64,2099,HandTipRight,23,-0.323837,-0.218310,1.045080,2
18_37_43_0505, 64,2099,ThumbRight,24,-0.331974,-0.172984,1.052500,2
18_37_43_0538, 65,2132,SpineBase,0,-0.583511,-0.453988,1.143814,2
18_37_43_0538, 65,2132,SpineMid,1,-0.680429,-0.136492,1.254054,2
18_37_43_0538, 65,2132,Neck,2,-0.765966,0.161801,1.347032,2
18_37_43_0538, 65,2132,Head,3,-0.853470,0.245880,1.430155,2
18_37_43_0538, 65,2132,ShoulderLeft,4,-0.749888,0.016572,1.184493,2
18_37_43_0538, 65,2132,ElbowLeft,5,-0.699622,-0.152869,1.041626,2
18_37_43_0538, 65,2132,WristLeft,6,-0.633529,-0.117963,0.848950,1
18_37_43_0538, 65,2132,HandLeft,7,-0.638232,-0.172596,0.794230,1
18_37_43_0538, 65,2132,ShoulderRight,8,-0.679455,0.157027,1.449372,1
18_37_43_0538, 65,2132,ElbowRight,9,-0.542306,0.022078,1.295704,1
18_37_43_0538, 65,2132,WristRight,10,-0.402421,-0.151720,1.142524,2
18_37_43_0538, 65,2132,HandRight,11,-0.367283,-0.216384,1.102433,2
18_37_43_0538, 65,2132,HipLeft,12,-0.605820,-0.452188,1.093014,2
18_37_43_0538, 65,2132,KneeLeft,13,-0.593067,-0.165090,0.917119,2
18_37_43_0538, 65,2132,AnkleLeft,14,-0.593890,0.206167,0.713784,1
18_37_43_0538, 65,2132,FootLeft,15,-0.506461,0.260910,0.636190,1
18_37_43_0538, 65,2132,HipRight,16,-0.527146,-0.429784,1.127680,2
18_37_43_0538, 65,2132,KneeRight,17,-0.363266,-0.186434,0.956161,2
18_37_43_0538, 65,2132,AnkleRight,18,-0.565427,-0.637987,1.189093,2
18_37_43_0538, 65,2132,FootRight,19,-0.548508,-0.689888,1.105208,1
18_37_43_0538, 65,2132,SpineShoulder,20,-0.746144,0.089437,1.326146,2
18_37_43_0538, 65,2132,HandTipLeft,21,-0.629080,-0.165664,0.778671,1
18_37_43_0538, 65,2132,ThumbLeft,22,-0.622413,-0.168318,0.774544,1
18_37_43_0538, 65,2132,HandTipRight,23,-0.298791,-0.237444,1.024587,2
18_37_43_0538, 65,2132,ThumbRight,24,-0.329655,-0.164328,1.026286,2
18_37_43_0572, 66,2167,SpineBase,0,-0.583538,-0.454148,1.143843,2
18_37_43_0572, 66,2167,SpineMid,1,-0.680309,-0.136867,1.254002,2
18_37_43_0572, 66,2167,Neck,2,-0.765609,0.161295,1.346886,2
18_37_43_0572, 66,2167,Head,3,-0.853308,0.245436,1.429582,2
18_37_43_0572, 66,2167,ShoulderLeft,4,-0.749883,0.016637,1.184493,2
18_37_43_0572, 66,2167,ElbowLeft,5,-0.688751,-0.204258,1.024753,2
18_37_43_0572, 66,2167,WristLeft,6,-0.621097,-0.210017,0.829630,1
18_37_43_0572, 66,2167,HandLeft,7,-0.625715,-0.264699,0.774789,1
18_37_43_0572, 66,2167,ShoulderRight,8,-0.679419,0.157029,1.449386,1
18_37_43_0572, 66,2167,ElbowRight,9,-0.541700,0.023972,1.294560,1
18_37_43_0572, 66,2167,WristRight,10,-0.403085,-0.143823,1.142701,2
18_37_43_0572, 66,2167,HandRight,11,-0.371420,-0.218148,1.103712,2
18_37_43_0572, 66,2167,HipLeft,12,-0.605796,-0.452361,1.093091,2
18_37_43_0572, 66,2167,KneeLeft,13,-0.593334,-0.165324,0.916991,2
18_37_43_0572, 66,2167,AnkleLeft,14,-0.594547,0.205799,0.713410,1
18_37_43_0572, 66,2167,FootLeft,15,-0.507085,0.260547,0.635812,1
18_37_43_0572, 66,2167,HipRight,16,-0.527216,-0.429902,1.127680,2
18_37_43_0572, 66,2167,KneeRight,17,-0.363478,-0.186353,0.956229,2
18_37_43_0572, 66,2167,AnkleRight,18,-0.565664,-0.638022,1.188993,2
18_37_43_0572, 66,2167,FootRight,19,-0.550795,-0.694061,1.110990,1
18_37_43_0572, 66,2167,SpineShoulder,20,-0.745845,0.088938,1.326023,2
18_37_43_0572, 66,2167,HandTipLeft,21,-0.616679,-0.256780,0.759416,1
18_37_43_0572, 66,2167,ThumbLeft,22,-0.610160,-0.258119,0.755528,1
18_37_43_0572, 66,2167,HandTipRight,23,-0.313671,-0.222589,1.001536,2
18_37_43_0572, 66,2167,ThumbRight,24,-0.358199,-0.154691,1.050667,2
18_37_43_0605, 67,2199,SpineBase,0,-0.583650,-0.454409,1.143806,2
18_37_43_0605, 67,2199,SpineMid,1,-0.680257,-0.137258,1.253891,2
18_37_43_0605, 67,2199,Neck,2,-0.765347,0.160874,1.346719,2
18_37_43_0605, 67,2199,Head,3,-0.853121,0.245078,1.429171,2
18_37_43_0605, 67,2199,ShoulderLeft,4,-0.749837,0.016753,1.184467,2
18_37_43_0605, 67,2199,ElbowLeft,5,-0.697658,-0.153132,1.039687,2
18_37_43_0605, 67,2199,WristLeft,6,-0.631583,-0.118229,0.847046,1
18_37_43_0605, 67,2199,HandLeft,7,-0.636288,-0.172866,0.792324,1
18_37_43_0605, 67,2199,ShoulderRight,8,-0.679408,0.157039,1.449393,1
18_37_43_0605, 67,2199,ElbowRight,9,-0.541647,0.023887,1.294728,1
18_37_43_0605, 67,2199,WristRight,10,-0.404859,-0.142368,1.145234,2
18_37_43_0605, 67,2199,HandRight,11,-0.370095,-0.222239,1.103143,2
18_37_43_0605, 67,2199,HipLeft,12,-0.605800,-0.452550,1.093039,2
18_37_43_0605, 67,2199,KneeLeft,13,-0.593644,-0.165453,0.916951,2
18_37_43_0605, 67,2199,AnkleLeft,14,-0.595263,0.205689,0.713412,1
18_37_43_0605, 67,2199,FootLeft,15,-0.507754,0.260442,0.635846,1
18_37_43_0605, 67,2199,HipRight,16,-0.527471,-0.430200,1.127689,2
18_37_43_0605, 67,2199,KneeRight,17,-0.363835,-0.186408,0.956411,2
18_37_43_0605, 67,2199,AnkleRight,18,-0.565867,-0.638019,1.188907,2
18_37_43_0605, 67,2199,FootRight,19,-0.553411,-0.699867,1.121672,1
18_37_43_0605, 67,2199,SpineShoulder,20,-0.745636,0.088506,1.325869,2
18_37_43_0605, 67,2199,HandTipLeft,21,-0.627137,-0.165926,0.776761,1
18_37_43_0605, 67,2199,ThumbLeft,22,-0.620473,-0.168569,0.772631,1
18_37_43_0605, 67,2199,HandTipRight,23,-0.329632,-0.232617,1.046531,2
18_37_43_0605, 67,2199,ThumbRight,24,-0.339784,-0.177029,1.050000,2
18_37_43_0638, 68,2232,SpineBase,0,-0.583628,-0.454699,1.143958,2
18_37_43_0638, 68,2232,SpineMid,1,-0.680099,-0.137665,1.253852,2
18_37_43_0638, 68,2232,Neck,2,-0.765002,0.160402,1.346442,2
18_37_43_0638, 68,2232,Head,3,-0.852877,0.244622,1.428694,2
18_37_43_0638, 68,2232,ShoulderLeft,4,-0.749764,0.016877,1.184441,2
18_37_43_0638, 68,2232,ElbowLeft,5,-0.694396,-0.160095,1.035420,2
18_37_43_0638, 68,2232,WristLeft,6,-0.628338,-0.125144,0.842800,1
18_37_43_0638, 68,2232,HandLeft,7,-0.633038,-0.179791,0.788066,1
18_37_43_0638, 68,2232,ShoulderRight,8,-0.679390,0.157051,1.449392,1
18_37_43_0638, 68,2232,ElbowRight,9,-0.541822,0.025022,1.293589,1
18_37_43_0638, 68,2232,WristRight,10,-0.404842,-0.141069,1.144105,2
18_37_43_0638, 68,2232,HandRight,11,-0.374407,-0.205864,1.107095,2
18_37_43_0638, 68,2232,HipLeft,12,-0.605697,-0.452760,1.093076,2
18_37_43_0638, 68,2232,KneeLeft,13,-0.593887,-0.165701,0.916823,2
18_37_43_0638, 68,2232,AnkleLeft,14,-0.595967,0.205333,0.713092,1
18_37_43_0638, 68,2232,FootLeft,15,-0.508391,0.260081,0.635551,1
18_37_43_0638, 68,2232,HipRight,16,-0.527575,-0.430572,1.128046,2
18_37_43_0638, 68,2232,KneeRight,17,-0.364164,-0.186760,0.956487,2
18_37_43_0638, 68,2232,AnkleRight,18,-0.566062,-0.638117,1.188824,2
18_37_43_0638, 68,2232,FootRight,19,-0.554258,-0.701049,1.124139,1
18_37_43_0638, 68,2232,SpineShoulder,20,-0.745338,0.088035,1.325658,2
18_37_43_0638, 68,2232,HandTipLeft,21,-0.623895,-0.172770,0.772515,1
18_37_43_0638, 68,2232,ThumbLeft,22,-0.617697,-0.174352,0.768997,1
18_37_43_0638, 68,2232,HandTipRight,23,-0.319138,-0.235377,1.027864,2
18_37_43_0638, 68,2232,ThumbRight,24,-0.359868,-0.123758,1.055091,2
18_37_43_0672, 69,2267,SpineBase,0,-0.583567,-0.454940,1.144255,2
18_37_43_0672, 69,2267,SpineMid,1,-0.679964,-0.137956,1.253966,2
18_37_43_0672, 69,2267,Neck,2,-0.764796,0.160116,1.346426,2
18_37_43_0672, 69,2267,Head,3,-0.852735,0.244398,1.428455,2
18_37_43_0672, 69,2267,ShoulderLeft,4,-0.749738,0.016995,1.184418,2
18_37_43_0672, 69,2267,ElbowLeft,5,-0.693060,-0.162934,1.033845,2
18_37_43_0672, 69,2267,WristLeft,6,-0.627013,-0.127966,0.841244,1
18_37_43_0672, 69,2267,HandLeft,7,-0.631711,-0.182617,0.786505,1
18_37_43_0672, 69,2267,ShoulderRight,8,-0.679377,0.157079,1.449426,1
18_37_43_0672, 69,2267,ElbowRight,9,-0.541319,0.026315,1.292993,1
18_37_43_0672, 69,2267,WristRight,10,-0.404405,-0.139479,1.143580,2
18_37_43_0672, 69,2267,HandRight,11,-0.368292,-0.227311,1.097324,2
18_37_43_0672, 69,2267,HipLeft,12,-0.605578,-0.452929,1.093276,2
18_37_43_0672, 69,2267,KneeLeft,13,-0.594553,-0.165978,0.916741,2
18_37_43_0672, 69,2267,AnkleLeft,14,-0.597678,0.204851,0.712663,1
18_37_43_0672, 69,2267,FootLeft,15,-0.510059,0.259629,0.635137,1
18_37_43_0672, 69,2267,HipRight,16,-0.527599,-0.430851,1.128472,2
18_37_43_0672, 69,2267,KneeRight,17,-0.364741,-0.187009,0.956324,2
18_37_43_0672, 69,2267,AnkleRight,18,-0.566204,-0.638136,1.188816,2
18_37_43_0672, 69,2267,FootRight,19,-0.552244,-0.697116,1.115795,1
18_37_43_0672, 69,2267,SpineShoulder,20,-0.745147,0.087737,1.325675,2
18_37_43_0672, 69,2267,HandTipLeft,21,-0.622572,-0.175562,0.770958,1
18_37_43_0672, 69,2267,ThumbLeft,22,-0.615921,-0.178053,0.766846,1
18_37_43_0672, 69,2267,HandTipRight,23,-0.341341,-0.228423,1.027969,2
18_37_43_0672, 69,2267,ThumbRight,24,-0.337807,-0.171093,1.038000,2
18_37_43_0705, 70,2299,SpineBase,0,-0.583701,-0.455156,1.144151,2
18_37_43_0705, 70,2299,SpineMid,1,-0.679921,-0.138233,1.253835,2
18_37_43_0705, 70,2299,Neck,2,-0.764549,0.159826,1.346278,2
18_37_43_0705, 70,2299,Head,3,-0.852659,0.244146,1.427958,2
18_37_43_0705, 70,2299,ShoulderLeft,4,-0.749668,0.017041,1.184351,2
18_37_43_0705, 70,2299,ElbowLeft,5,-0.694662,-0.159587,1.035802,2
18_37_43_0705, 70,2299,WristLeft,6,-0.628615,-0.124646,0.843218,1
18_37_43_0705, 70,2299,HandLeft,7,-0.633315,-0.179293,0.788485,1
